unit_name,asa,background,eyes,pose,skin,hair,shirt,jacket,single outfit,necklace,mask,foam finger,hat,glasses,rarity_score,rank,name
Tour441,741221658,candy red,red silver spiral,burger,orange gloss,none,purple strapless,blue bomber,none,none,none,none,aqua bandana,none,332.08462402572616,2250,Alien Tourism441
Tour3124,741748669,candy red,blue glow,donut,purple blue pearlescent,none,blue strapless,none,none,none,none,none,red check band,none,332.0375098160789,2251,Alien Tourism3124
Tour1561,741446491,red spiral,blue glow,wave,purple gloss,none,none,yellow,none,none,none,none,none,blue monocle,331.8126032920135,2252,Alien Tourism1561
Tour2282,741611932,purple,orange,wave,gold,pullback,none,hypno,none,none,none,none,none,none,331.70632711067094,2253,Alien Tourism2282
Tour3991,741869462,blood orange,green glow,wave,purple blue pearl,none,rainbow leather suit,none,none,none,none,none,desert at hat,none,331.4830572388564,2254,Alien Tourism3991
Tour3874,741853443,candy red,orange,wave,blue red pearl,none,black neon singlet,none,none,none,none,none,red check band,none,331.18466129436365,2255,Alien Tourism3874
Tour2799,741697462,purple,light blue spiral,wave,blue gloss,none,metallic high top,pink safety vest,none,large gold chain,none,none,none,none,331.0377300603589,2256,Alien Tourism2799
Tour2115,741589147,peppermint,red iris,donut,original base,none,none,red,none,none,none,none,red check band,none,331.0260619442124,2257,Alien Tourism2115
Tour14,741082067,lavendar,fuschia spiral,wave,green base,none,none,none,yellow soccer,none,none,none,red pearl tando,none,330.9538568400249,2258,Alien Tourism14
Tour2134,741592292,dark gray,none,wave,yellow metallic,none,blue pearl suit,none,none,none,none,none,acid back hat,orange lens sunglasses,330.8681080950565,2259,Alien Tourism2134
Tour1048,741338464,green,yellow glow,coffee,coral snake,none,pink camo polo,yellow,none,none,none,none,none,none,330.7977116492497,2260,Alien Tourism1048
Tour2815,741699933,dark gray,none,wave,yellow aqueous,none,sunrise shirt,yellow,none,none,none,none,none,gold visor,330.6088854126408,2261,Alien Tourism2815
Tour2609,741670874,orange,light blue spiral,wave,red aqueous,none,ps sleeved halftop,blue life vest,none,none,none,none,yellow bandana,none,330.5914544631183,2262,Alien Tourism2609
Tour1871,741479524,blood orange,red iris,wave,yellow metallic,none,ps sleeved halftop,none,none,none,none,none,jungle safari hat,none,330.5244500611868,2263,Alien Tourism1871
Tour1296,741420605,light gray,yellow,wave,yellow gloss,none,candy corn,purple  bomber,none,none,none,none,black at hat,none,330.494943132509,2264,Alien Tourism1296
Tour2776,741694417,lavendar,stoned human,wave,blue base,none,blue hex high top,yellow,none,none,none,none,none,none,330.4943612812472,2265,Alien Tourism2776
Tour1112,741349249,lime,pink,wave,purple base,none,none,blue zip puffer,none,none,none,none,swirl back hat,none,330.39092039965,2266,Alien Tourism1112
Tour3251,741770779,seagreen,red,wave,green metallic,none,none,none,red soccer,none,none,none,none,none,330.3582275286679,2267,Alien Tourism3251
Tour1788,741468663,orange,red silver spiral,wave,yellow metallic,none,blue camo dress,none,none,none,none,none,red camo back hat,none,330.31988038098905,2268,Alien Tourism1788
Tour2986,741727044,turquoise,light blue,cash money,pink metallic,mohawk,none,none,none,none,none,none,none,none,330.3071231021933,2269,Alien Tourism2986
Tour59,741090593,lime,green iris,wave,yellow aqueous,none,none,none,tree hawaiian,none,none,none,yellow hard hat,none,330.1983890921348,2270,Alien Tourism59
Tour3694,741831065,galaxy,black,wave,wigwag,none,none,red,none,none,none,none,purple beanie,none,330.0096895634743,2271,Alien Tourism3694
Tour2329,741619451,light gray,silver green spiral,wave,green aqueous,none,black leather suit,red pearl,none,none,none,none,purple camo sun hat,none,329.98110899622884,2272,Alien Tourism2329
Tour2188,741600052,galaxy,light blue,wave,purple aqueous,none,none,copper puffer vest,none,none,none,none,desert at hat,none,329.9573151282232,2273,Alien Tourism2188
Tour2752,741690838,orange,purple glow,wave,onyx,none,none,none,teal soccer,none,none,none,none,none,329.9161311782738,2274,Alien Tourism2752
Tour34,741086378,purple,red spiral,wave,purple metallic,none,none,none,silver snow,none,none,none,red check band,none,329.50602189819233,2275,Alien Tourism34
Tour695,741274751,pink aurora,gold cat,wave,green gloss,none,none,blue life vest,none,none,none,none,none,none,329.4842645269288,2276,Alien Tourism695
Tour977,741323790,emerald,light blue spiral,wave,green base,none,green high top,pink safety vest,none,none,none,none,none,none,329.4734362473686,2277,Alien Tourism977
Tour1212,741411818,charcoal,red iris,wave,green gloss,none,red polo,black bomber,none,none,none,none,none,none,329.44712194779765,2278,Alien Tourism1212
Tour1794,741469702,purple,green,wave,blue green pearl,none,sunrise shirt,red puffer vest,none,none,none,none,jungle safari hat,none,329.3791510105815,2279,Alien Tourism1794
Tour2626,741673239,blood orange,green iris,wave,red aqueous,none,red strapless,black leather,none,none,none,none,none,none,328.9814189395596,2280,Alien Tourism2626
Tour2863,741708630,dark gray,blue human,wave,green gloss,none,camo shirt,yellow,none,none,none,none,none,none,328.9544733658997,2281,Alien Tourism2863
Tour3919,741860651,lavendar,red spiral,wave,green yellow pearlescent,comb over fade,none,none,yellow jogger,none,none,none,none,none,328.9265919688364,2282,Alien Tourism3919
Tour1294,741420430,alaskan aurora,light blue,wave,confetti,none,purple camo strapless,none,none,none,none,none,acid back hat,none,328.8739442206741,2283,Alien Tourism1294
Tour3950,741864886,green,green,wave,yellow gloss,none,black longsleeve top,camo bomber,none,none,none,none,aqua bandana,none,328.8538712682288,2284,Alien Tourism3950
Tour2802,741697898,red spiral,red spiral,wave,orange gloss,none,none,none,pearlescent hoodie,none,none,none,none,none,328.84061452235744,2285,Alien Tourism2802
Tour836,741300004,charcoal,blue glow,wave,purple metallic,none,none,purple  bomber,none,at snake chain,none,none,red band,none,328.52223680338363,2286,Alien Tourism836
Tour1863,741478768,orange,none,wave,blue gloss,none,none,none,black jogger,none,none,none,none,gold visor,328.463413369583,2287,Alien Tourism1863
Tour3538,741806482,blood orange,orange glow,wave,orange glow,none,none,none,camo hoodie,none,none,none,none,none,328.43371345049775,2288,Alien Tourism3538
Tour1271,741417987,charcoal,yellow,wave,blue red pearlescent,comb over fade,none,none,aqua robe,none,none,none,none,none,328.43001137373363,2289,Alien Tourism1271
Tour3548,741807842,black hole,green,wave,yellow aqueous,none,seafoam shirt,purple  bomber,none,none,none,none,red check band,none,328.40527016180835,2290,Alien Tourism3548
Tour118,741105324,coconut,red spiral,coffee,gold,none,none,blue bomber,none,none,none,none,orange check band,none,328.3747357875418,2291,Alien Tourism118
Tour2974,741725136,blood orange,orange spiral,wave,rainbow green,none,none,none,green soccer,none,none,none,none,none,328.24149184850364,2292,Alien Tourism2974
Tour572,741246400,green,blue glow,wave,yellow gloss,none,none,none,lime robe,none,none,none,heat map bandana,none,328.16359277117556,2293,Alien Tourism572
Tour3087,741739560,candy red,pink,wave,yellow aqueous,none,ps sleeved halftop,blue life vest,none,none,none,none,purple beanie,none,328.0737461910089,2294,Alien Tourism3087
Tour2086,741585570,purple spiral,gold spiral,wave,yellow aqueous,none,none,black puffer vest,none,none,none,none,aqua bandana,none,328.0383501447296,2295,Alien Tourism2086
Tour3569,741810136,royal blue,orange spiral,wave,red aqueous,none,none,none,yellow snow,none,none,none,yellow hard hat,none,327.8802098902745,2296,Alien Tourism3569
Tour3664,741826481,royal blue,purple cat,wave,blue aqueous,none,purple ore shirt,none,none,none,none,none,none,green monocle,327.8711191850389,2297,Alien Tourism3664
Tour813,741296082,lollipop,red,wave,blue gloss,none,red strapless,yellow,none,at medallion chain,none,none,red bandana,none,327.8409309152555,2298,Alien Tourism813
Tour1451,741434617,light gray,none,wave,red yellow pearl,none,none,none,pearlescent hoodie,none,none,none,none,orange lens sunglasses,327.83947866462796,2299,Alien Tourism1451
Tour3520,741803807,alaskan aurora,red,wave,orange gloss,none,red strapless,blue bomber,none,none,none,none,grey back hat,none,327.4313377551623,2300,Alien Tourism3520
Tour2939,741720158,candy red,pink,wave,blue green pearl,none,blue hex high top,red puffer vest,none,none,none,none,blue tando,none,327.4309007767552,2301,Alien Tourism2939
Tour2907,741715501,light gray,gold,wave,blue gloss,none,black leather suit,none,none,none,none,none,yellow tando,none,327.3402947402988,2302,Alien Tourism2907
Tour592,741250908,green,orange,wave,purple blue pearl,none,metallic high top,none,none,none,none,none,red camo back hat,none,327.3136139649671,2303,Alien Tourism592
Tour1848,741477257,lightspeed,none,wave,blue base,comb over fade,none,none,aqua robe,algo medallion chain,none,none,none,orange lens sunglasses,327.2246807250913,2304,Alien Tourism1848
Tour3539,741806559,blood orange,silver blue spiral,wave,blue gloss,none,none,camo bomber,none,algo snake chain,none,none,aqua bandana,none,327.0611927448953,2305,Alien Tourism3539
Tour498,741232251,candy red,light blue,wave,wigwag,none,none,camo bomber,none,none,none,none,yellow hard hat,none,327.0206960604169,2306,Alien Tourism498
Tour1458,741435273,lavendar,purple iris,burger,orange gloss,none,none,camo zip puffer,none,none,none,none,none,none,326.97733616787747,2307,Alien Tourism1458
Tour2338,741620589,royal blue,white,wave,green aqueous,none,none,none,yellow bball,none,none,none,none,none,326.7200476106856,2308,Alien Tourism2338
Tour2870,741709675,orange spiral,orange glow,wave,yellow aqueous,none,none,none,yellow jogger,none,none,none,purple beanie,none,326.579135040657,2309,Alien Tourism2870
Tour1544,741444596,galaxy,pink,wave,blue red pearlescent,comb over fade,none,black puffer vest,none,none,none,none,none,none,326.5703877178177,2310,Alien Tourism1544
Tour2822,741701157,seagreen,white,wave,orange gloss,none,none,none,blue bball jersey,none,none,none,none,none,326.3866679342382,2311,Alien Tourism2822
Tour2894,741713242,purple nebulae,green,camera,original base,mullet,black longsleeve top,none,none,none,none,none,none,none,326.2520956663542,2312,Alien Tourism2894
Tour2700,741683413,lavendar,green iris,wave,blue gloss,none,none,red puffer vest,none,at medallion chain,none,none,none,none,326.17357320528697,2313,Alien Tourism2700
Tour1088,741345637,lightspeed,yellow,wave,purple gloss,none,pink camo polo,none,none,at snake chain,none,none,swirl back hat,none,326.1563932424411,2314,Alien Tourism1088
Tour3101,741741784,alaskan aurora,silver blue spiral,wave,green aqueous,none,none,red pearl puffer,none,none,none,none,yellow tando,none,326.0967110232558,2315,Alien Tourism3101
Tour1197,741410547,light gray,black,wave,purple galaxy,none,none,midnight blue,none,none,none,none,purple camo sun hat,none,326.0869377683821,2316,Alien Tourism1197
Tour3340,741782268,orange,lime spiral,wave,rainbow purple,none,none,graffiti,none,none,none,none,purple camo sun hat,none,326.015566313572,2317,Alien Tourism3340
Tour2641,741675253,lightspeed,red,wave,blue base,none,blue pearl suit,none,none,none,none,none,black at hat,none,325.9458172643853,2318,Alien Tourism2641
Tour379,741210483,pink blend,none,wave,original base,none,yellow high top,red puffer vest,none,none,none,none,acid back hat,orange lens sunglasses,325.80397868362576,2319,Alien Tourism379
Tour750,741285454,royal blue,silver blue spiral,wave,red yellow pearl,none,none,none,tree hawaiian,algo medallion chain,none,none,yellow tando,none,325.61828815764164,2320,Alien Tourism750
Tour94,741100986,aurora,blue spiral,wave,orange gloss,none,pink camo polo,none,none,none,none,none,red camo back hat,none,325.44633678668646,2321,Alien Tourism94
Tour1418,741431787,purple spiral,orange spiral,wave,blue base,none,none,red leather,none,none,none,none,none,none,325.33944043982916,2322,Alien Tourism1418
Tour2538,741651544,peppermint,gold cat,wave,blue green pearl,none,none,none,red jogger,none,none,none,none,none,325.1197403346638,2323,Alien Tourism2538
Tour2862,741708494,green,purple glow,coffee,coral snake,none,none,none,blue hawaiian,none,none,none,acid back hat,none,324.8273556248759,2324,Alien Tourism2862
Tour48,741088656,turquoise,orange,wave,green aqueous,none,blue polo,camo,none,none,none,none,desert at hat,none,324.6401428119248,2325,Alien Tourism48
Tour166,741162314,lime,red iris,wave,red yellow pearl,none,purple camo strapless,none,none,none,none,none,red band,none,324.5854911599881,2326,Alien Tourism166
Tour2856,741707512,blue blend,none,wave,quiksilver,none,none,none,tree hawaiian,none,none,none,none,orange lens sunglasses,324.41062032348896,2327,Alien Tourism2856
Tour804,741294587,blue blend,none,wave,blue red pearl,none,none,none,camo snow,none,none,none,none,orange lens sunglasses,324.36505185686786,2328,Alien Tourism804
Tour3760,741838285,turquoise,green spiral,wave,green base,none,none,none,camo hoodie,none,none,none,none,none,324.3432085471791,2329,Alien Tourism3760
Tour16,741082473,red,orange spiral,wave,blue green pearl,none,none,none,silver snow,none,none,none,red check band,none,324.1184542292053,2330,Alien Tourism16
Tour2453,741640179,royal blue,green glow,wave,turquoise metallic,none,none,graffiti,none,algo medallion chain,none,none,grey back hat,none,323.99716759552535,2331,Alien Tourism2453
Tour2010,741566951,royal blue,orange spiral,wave,orange glow,none,none,none,black jogger,none,none,none,green beanie,none,323.907141450103,2332,Alien Tourism2010
Tour3457,741797629,lavendar,green cat,wave,turquoise metallic,none,black longsleeve top,none,none,none,none,none,red camo back hat,none,323.9046007134717,2333,Alien Tourism3457
Tour1888,741481076,green,red spiral,wave,green gloss,none,none,none,blue bball jersey,none,none,none,none,none,323.8545143726183,2334,Alien Tourism1888
Tour3605,741817040,orange,none,wave,gold,none,none,none,yellow hoodie,none,none,none,jungle safari hat,green lens sunglasses,323.83101805849066,2335,Alien Tourism3605
Tour2673,741679764,yellow,red iris,wave,purple blue pearl,none,purple camo strapless,none,none,none,none,none,yellow bandana,none,323.8253373735439,2336,Alien Tourism2673
Tour180,741166078,coconut,silver green spiral,wave,blue base,none,none,camo,none,algo snake chain,green bandana,none,none,none,323.76364772068473,2337,Alien Tourism180
Tour2925,741718274,orange,green cat,wave,blue base,none,none,camo zip puffer,none,none,none,none,jungle safari hat,none,323.6662198409166,2338,Alien Tourism2925
Tour1908,741483553,blue spiral,orange spiral,wave,purple galaxy,none,none,none,yellow jogger,none,none,none,none,none,323.66236726937905,2339,Alien Tourism1908
Tour478,741228885,lollipop,gold cat,wave,purple gloss,none,none,pink safety vest,none,none,none,none,red bandana,none,323.62152629878506,2340,Alien Tourism478
